State,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Alabama,4830620,2341093,2489527,3.7516156462584975,61.878656462585,31.25297619047618,0.4532312925170065,1.0502551020408146,0.03435374149659865,43296.35860306644,22840.097021276597,21.282127659574495,30.291914893617008,18.286638297872347,23.81276595744678,10.229361702127656,17.38051063829787,1712.3835732430143,78.27446808510639,16.264085106382982,5.260085106382973,0.20059574468085098,10.686723404255321
Alaska,733375,384160,349215,5.909580838323351,60.910179640718574,2.8485029940119775,16.39101796407186,5.450299401197604,1.0586826347305378,70354.74390243902,33003.22891566265,11.338922155688616,34.91325301204819,17.95421686746988,21.990963855421683,13.470481927710843,11.663253012048195,2102.443113772455,65.08072289156628,27.58614457831325,7.121686746987949,0.20963855421686753,9.26807228915662
Arizona,6641928,3299088,3342840,29.565921052631502,57.120000000000026,3.8509868421052658,4.35506578947368,2.876578947368419,0.16763157894736833,54207.82095490716,26363.113890717577,18.631860158311387,33.81148514851486,20.442442244224427,26.056831683168298,9.813069306930664,9.87709570957094,1843.6474442988203,78.24475247524752,15.364818481848195,6.225148514851484,0.16594059405940603,9.469900990099008
Arkansas,2958208,1451913,1506295,6.215474452554738,71.13781021897813,18.968759124087573,0.5229197080291965,1.1423357664233578,0.14686131386861315,41935.63396778917,22126.81605839416,20.575766423357678,29.94321167883209,17.985693430656948,23.384087591240863,11.154890510948915,17.53124087591241,1831.021865889213,76.17620437956202,17.080729927007294,6.535620437956201,0.20642335766423353,8.529489051094899
California,38421464,19087135,19334329,37.291874687968054,40.21578881677474,5.677396405391911,0.40529206190713685,13.052234148776776,0.35141038442336353,67264.78230266465,31154.595603846636,16.550419431576266,36.164613844035536,19.19217674302162,23.656127174865365,9.582901489548135,11.403417198648114,2140.5436266600473,77.24590061334347,13.978921016397482,8.592965327325052,0.18287645512579762,10.191290201476663
Colorado,5278906,2648667,2630239,20.78438003220608,69.89557165861504,3.546376811594201,0.5738325281803548,2.661996779388082,0.11964573268921083,64657.801787164906,32248.10628019324,13.268259109311735,39.3539644012945,18.006553398058223,23.65954692556636,9.8675566343042,9.109789644012935,2101.2297838270615,78.64352750809061,14.408333333333315,6.760922330097089,0.18923948220064726,7.194093851132681
Connecticut,3593222,1751607,1841615,15.604830917874388,67.6770531400966,10.34806763285027,0.12620772946859898,4.021980676328502,0.018599033816425123,76146.5605875153,38528.9154589372,11.755743651753335,40.7048367593712,18.418863361547753,23.49854897218864,7.2870616686819805,10.088512696493341,2138.5558223289318,80.54836759371236,12.997097944377272,6.276299879081024,0.18065296251511498,9.382103990326488
Delaware,926454,448413,478041,8.82476635514019,64.63271028037383,20.743925233644834,0.25981308411214965,3.2686915887850483,0.0191588785046729,61827.97663551402,31446.654205607476,12.82990654205608,37.67009345794391,19.225700934579432,24.312149532710283,8.321028037383181,10.47803738317757,1989.9816513761468,81.12289719626172,14.500000000000012,4.237383177570092,0.1373831775700935,7.952336448598127
District of Columbia,647484,306674,340810,9.165921787709499,33.103910614525134,51.77653631284915,0.20055865921787713,3.3832402234636865,0.029608938547486034,75466.36363636363,46214.96648044693,19.304469273743013,55.14525139664799,17.89664804469273,19.022905027932964,3.2340782122905027,4.708379888268156,1887.2346368715084,69.90167597765365,25.828491620111727,4.159217877094974,0.10949720670391064,11.624581005586593
Florida,19645772,9600009,10045763,21.3385426653884,59.08374880153398,15.165675934803444,0.2104506232023015,2.2831735378715257,0.05151006711409391,50690.194986743794,28149.090734517522,17.188406144983173,33.54603936629858,20.79572731637061,27.157345175228052,9.296615458473381,9.204560729716754,2012.0826855123676,80.92640422467598,12.57887662025924,6.328852616418626,0.16764282285165605,10.021406287496992
Georgia,10006693,4883331,5123362,8.418242207460397,54.28630556974962,32.08829841594277,0.18758303525804798,3.0976494634644895,0.046601941747572824,50811.08205128205,25188.585889570553,20.50271238485158,33.85051177072673,18.011156601842345,24.353940634595688,9.64897645854656,14.135209825997961,2228.68156424581,78.31310133060381,15.86279426816788,5.648208802456503,0.17579324462640733,10.361054247697053
Hawaii,1406299,709871,696428,9.186708860759486,25.032278481012657,2.052848101265823,0.1449367088607596,36.59208860759495,8.758860759493672,73264.42628205128,31189.02857142857,11.229936305732476,35.65428571428573,22.35746031746033,24.4647619047619,9.130476190476191,8.389841269841268,1861.2079772079771,70.34476190476188,22.49301587301589,6.967936507936511,0.19365079365079357,6.147301587301592
Idaho,1616547,810464,806083,11.505369127516781,83.1362416107383,0.5667785234899323,1.468120805369128,1.135906040268457,0.1271812080536914,48017.31543624161,23439.120805369126,16.36006711409395,32.5090909090909,18.17609427609428,23.451515151515164,12.825589225589232,13.03973063973064,2402.218120805369,75.02121212121214,16.527946127946127,8.135690235690236,0.3124579124579125,7.306397306397308
Illinois,12873761,6316899,6556862,15.601733547351516,60.85980738362764,17.108410914927717,0.11842696629213499,4.475377207062604,0.02003210272873195,59587.04887459807,29669.922632423757,16.31168914579319,34.58737957610798,18.830860629415554,24.277777777777796,7.490944123314076,14.810115606936451,1948.8395773294908,82.14492614001277,12.914129736673086,4.798265895953751,0.14206807964033402,10.301926163723907
Indiana,6568645,3235263,3333382,6.536744186046501,78.43189368770771,11.18697674418606,0.1940863787375415,1.5782724252491687,0.03262458471760798,48616.22784810127,24021.820598006645,17.86057180851061,29.612026578073092,18.46564784053157,23.040199335548213,9.008970099667764,19.871561461794023,2011.093315684977,84.1994019933555,10.905315614617935,4.73282392026578,0.16265780730896995,8.94146179401994
Iowa,3093526,1534595,1558931,5.30364520048603,87.71968408262464,3.2569866342648868,0.2897934386391251,1.699392466585662,0.055164034021871235,53017.75304136253,27152.835965978127,13.23778857837182,32.2936816524908,17.068894289185895,22.982381530984203,10.059173754556488,17.596840826245465,1907.2848484848485,79.60461725394904,13.015917375455654,7.149574726609968,0.2332928311057108,5.304981773997568
Kansas,2892987,1439862,1453125,11.644342105263148,75.95828947368425,6.5678947368421,0.7339473684210529,2.331052631578946,0.061447368421052626,53885.612648221344,26650.18050065876,14.88447368421056,34.38076416337291,17.627536231884058,22.42714097496706,10.780105401844532,14.78511198945982,1819.7363636363636,77.13451910408436,15.822266139657454,6.833728590250328,0.20869565217391306,6.477470355731229
Kentucky,4397353,2164208,2233145,3.222993688007212,85.2307484220019,8.272317403065832,0.1666366095581602,1.1298467087466182,0.046438232642019836,45285.80253623189,23609.212093862814,20.191787003610113,31.295487364620932,17.611101083032487,23.207671480144413,10.444584837545111,17.440703971119113,1696.3058295964127,78.41958483754509,15.624729241877263,5.774909747292414,0.1806859205776174,9.170126353790607
Louisiana,4625253,2261156,2364097,4.866489361702128,54.978546099290796,36.32624113475175,0.48430851063829816,1.669060283687941,0.039184397163120555,44957.99376114082,24441.737122557726,22.1816326530612,30.853327417923662,21.095563442768427,23.37204968944098,12.180745341614886,12.498314108252,1756.1402439024391,78.46645962732913,15.669387755102045,5.7398402839396585,0.1265306122448979,9.045164152617573
Maine,1329100,650081,679019,1.4319088319088318,93.70740740740736,1.1344729344729356,0.7883190883190888,0.9658119658119669,0.01566951566951567,49181.97435897436,26837.390313390315,14.986324786324786,34.03447293447293,18.84301994301995,23.442450142450134,11.64444444444445,12.032763532763541,1811.9748603351954,76.07094017094015,14.440740740740745,9.346153846153843,0.14558404558404556,7.268945868945868
Maryland,5930538,2872643,3057895,8.47249820014399,52.679049676026,30.6777537796976,0.20309575233981278,5.325413966882652,0.03628509719222463,78765.40072463769,36285.16342692584,11.090692640692644,42.84559884559885,17.98080808080806,22.900000000000006,7.852236652236652,8.422366522366522,2117.0014224751067,73.11890331890326,21.98073593073594,4.778427128427128,0.12373737373737381,8.10916305916305
Massachusetts,6705586,3249650,3455936,11.461065573770476,73.04105191256845,6.83312841530056,0.12827868852459007,5.835655737704914,0.0198087431693989,72838.93672627235,36427.56898907104,12.877207392197125,42.766347469220165,18.68645690834471,22.340697674418625,6.957113543091667,9.250683994528027,2311.2144790257103,81.38248974008222,12.342818057455549,6.145622435020511,0.12777017783857744,7.984610123119014
Michigan,9900571,4861973,5038598,4.634992732558134,72.38172238372084,17.633103197674423,0.48441133720930313,2.4231104651162796,0.01954941860465116,51201.83003663004,25787.566751546015,18.76400437636759,32.29217327994174,19.777320713505663,23.78955223880597,7.946923917000359,16.195340371314146,1554.7522218272306,83.42129595922822,11.23869676010194,5.157226064797947,0.18187113214415734,11.443319985438663
Minnesota,5419171,2692166,2727005,5.152923538230896,81.42706146926535,5.65982008995502,1.069040479760119,4.156071964017996,0.032908545727136446,62820.833959429,31517.729385307346,12.218782870022547,38.151126126126115,17.203228228228205,22.77477477477476,8.376501501501496,13.49624624624623,2113.0007473841556,81.57222222222225,12.128228228228235,6.133333333333333,0.16388888888888875,5.9030030030030005
Mississippi,2988081,1451723,1536358,2.842401215805473,53.28632218844981,41.491945288753804,0.3899696048632216,0.8764437689969605,0.015045592705167175,38909.91920731707,20327.618541033433,24.798782343987856,29.36742770167432,18.99010654490109,23.16179604261799,11.229832572298337,17.247945205479446,1813.1234939759036,75.39802130898016,19.03972602739724,5.416133942161341,0.1465753424657534,11.417960426179596
Missouri,6045448,2964003,3081445,4.037247838616718,77.508069164265,14.122118155619594,0.36332853025936646,1.6244956772334296,0.10165706051873193,49763.98772563177,25502.96683489546,17.404178674351606,33.11491354466865,19.327809798270906,24.425360230547547,9.12391930835736,14.00641210374638,2015.7903804737975,80.77168587896254,13.04164265129684,5.989697406340058,0.19711815561959653,8.191354466858796
Montana,1014699,510163,504536,3.2688888888888896,86.41555555555554,0.4292592592592591,7.0607407407407425,0.5703703703703705,0.07222222222222222,47645.682835820895,26045.233333333334,15.96988847583644,35.60966542750931,19.37286245353159,21.714498141263938,13.717100371747216,9.586988847583642,1791.3136531365315,69.39776951672863,19.481784386617093,10.385130111524168,0.7338289962825276,6.278810408921931
Nebraska,1869365,929606,939759,9.203759398496235,81.13947368421056,4.956203007518794,0.8644736842105263,1.8590225563909788,0.05714285714285715,55916.469696969696,27769.526315789473,13.225757575757575,35.37618147448016,16.8695652173913,23.420982986767488,10.765406427221178,13.569187145557665,1819.8007518796992,77.86880907372407,14.208317580340262,7.687145557655956,0.24158790170132333,4.8098298676748525
Nevada,2798636,1407735,1390901,27.100883652430046,53.23932253313698,7.739617083946994,1.0871870397643593,7.095729013254786,0.5745213549337267,55526.525073746314,27339.734904270987,15.878761061946891,27.414601769911492,27.960324483775793,25.457817109144536,9.116224188790564,10.05103244837758,1844.7045123726346,81.99941002949848,12.507374631268432,5.387610619469024,0.10914454277286136,10.864306784660766
New Hampshire,1324201,653484,670717,3.3219178082191796,91.31917808219184,1.2277397260273974,0.14280821917808229,2.191438356164382,0.016095890410958904,68728.8595890411,34114.15753424657,9.714383561643839,39.09589041095891,16.295205479452036,24.06404109589042,9.141780821917804,11.402397260273977,2368.8474576271187,78.99554794520542,13.586301369863014,7.274657534246574,0.13698630136986298,5.818835616438357
New Jersey,8904413,4343027,4561386,18.74950049950049,56.488761238761285,14.387862137862117,0.11533466533466513,8.159990009990018,0.031318681318681325,76581.08341708542,35929.60169915042,11.60511278195489,39.01763527054113,17.82404809619244,24.823346693386796,7.347094188376756,10.987575150300605,2130.228855721393,81.00300601202402,14.17885771543087,4.6828156312625255,0.1351703406813629,9.348146292585154
New Mexico,2084117,1032414,1051703,45.28293172690762,40.69799196787147,1.7550200803212852,9.248594377510045,1.23433734939759,0.04277108433734938,47329.96787148595,24505.955823293174,20.913654618473895,34.60602409638551,21.31526104417669,22.857429718875512,11.705823293172692,9.514658634538145,1755.5811623246493,69.65582329317272,23.230321285140565,6.891566265060241,0.22148594377510025,9.410441767068274
New York,19673174,9541801,10131373,17.241424747786684,56.4701050030883,15.668046119003515,0.32163887173152117,7.8971587399629355,0.023450689726168417,64290.74911292006,32254.912541254125,16.159218685407204,37.2191910854314,21.39061081304166,23.978477094510897,7.464671894345867,9.948369789517132,1881.77673851159,78.09820470491124,15.943437886917032,5.82210070160957,0.13669005365249687,8.717454095316686
North Carolina,9845333,4795408,5049925,8.464762782128062,64.5976508521419,21.3951174573929,1.0854905573468434,2.317457392906495,0.05232611699677568,49937.46413697362,26070.798156682027,18.317883548983325,34.630226119058605,18.295154591601307,23.300000000000036,9.653068758652502,14.12025842178128,1992.151708428246,78.98772496538994,14.833133364097854,6.0045685279187895,0.1759575449930779,9.911628980156891
North Dakota,721640,367963,353677,2.832682926829267,87.44829268292683,1.2843902439024397,5.651219512195119,0.9619512195121945,0.03463414634146341,58188.112195121954,31746.70243902439,11.785365853658547,34.617560975609734,16.995609756097572,21.433658536585373,14.18292682926829,12.780000000000001,1891.2975609756097,71.86780487804882,17.32243902439024,10.401951219512194,0.4126829268292682,2.9331707317073183
Ohio,11575977,5662893,5913084,3.6720843250595037,75.90306018361096,16.207276436586163,0.16888813328799712,1.6210812648758952,0.022645358721523304,49655.24846625767,25646.887113226792,18.748911564625846,32.27448111602578,19.391323579448827,23.751037767948272,7.710377679482807,16.873426335488258,1817.9786585365853,82.51187478734265,12.417727118067347,4.927492344334806,0.14198707043211986,9.804797550187141
Oklahoma,3849733,1906944,1942789,10.0799043062201,66.05942583732046,8.314736842105255,6.716842105263157,1.8011483253588516,0.10622009569377985,48100.85426653883,24610.115789473683,18.20880382775119,31.71416267942584,18.339712918660318,23.78287081339713,12.248899521531099,13.919521531100468,1643.9206500956022,76.32966507177034,16.956746411483252,6.477799043062207,0.234066985645933,6.9589473684210645
Oregon,3939233,1948453,1990780,11.441212121212132,78.39551515151517,1.730787878787877,1.0002424242424257,3.594909090909088,0.3453333333333332,54271.90181818182,28042.78909090909,16.716848484848448,36.29527272727274,18.944000000000013,23.212242424242387,9.38181818181818,12.171030303030308,2146.0515587529976,76.9760000000001,14.62787878787879,8.216727272727269,0.1787878787878789,9.436121212121206
Pennsylvania,12779559,6245344,6534215,6.128013741411624,77.38385384134914,11.633947532791995,0.11926920674578385,2.7977514053716495,0.019394128669581522,56170.46451005025,28782.765092274007,14.811378555798708,35.19070713391731,18.856602002503095,23.863360450563174,8.168178973717149,13.921996245306673,1865.0991298943443,83.91939924906137,10.872997496871077,5.060544430538174,0.14799749687108876,8.545400500625796
Puerto Rico,3583073,1713860,1869213,98.89357384441935,0.7736189402480265,0.0925591882750846,0.0028184892897406984,0.07519729425028186,0.0012401352874859078,20720.538285714287,11320.09604519774,46.750902934537194,29.77528216704291,22.131038374717836,27.413431151241525,10.145033860045139,10.533295711060944,1125.2380952380952,67.35124153498863,23.299887133182832,9.174830699774263,0.17246049661399546,19.64695259593679
Rhode Island,1053661,510388,543273,13.356666666666678,74.32541666666665,5.68291666666667,0.3462500000000001,3.2474999999999983,0.035833333333333335,59125.270833333336,31203.595833333333,15.036249999999992,36.04708333333331,20.822500000000012,24.383333333333326,7.1808333333333305,11.567083333333327,2123.6475409836066,82.57833333333335,12.42416666666666,4.905,0.09125000000000003,8.840416666666666
South Carolina,4777576,2322409,2455167,5.056684981684991,62.888736263736185,28.75091575091577,0.2923992673992673,1.249175824175822,0.046978021978021964,46296.807763401106,24469.835013748856,19.507346189164362,31.31239669421486,18.99862258953172,24.575573921028443,9.381634527089066,15.733333333333299,1881.4814143245694,78.54683195592294,15.971349862258956,5.322865013774113,0.15739210284664837,10.189164370982558
South Dakota,843190,423477,419713,3.2396396396396376,82.50090090090092,1.4238738738738752,9.417567567567566,1.0193693693693688,0.04189189189189189,51805.40540540541,26420.90990990991,14.797297297297295,34.853603603603595,17.651801801801792,22.81846846846847,11.881981981981989,12.791891891891897,1940.7792792792793,72.20180180180178,17.294594594594596,10.119369369369368,0.38198198198198197,4.969369369369373
Tennessee,6499615,3167756,3331859,4.720026972353339,73.49008766014822,18.283816587997297,0.22663519892110592,1.4072825354012126,0.04315576534052599,47328.083616587355,24607.835921674545,19.144647696477,31.70094658553075,17.979107505070992,24.489993238674792,9.278701825557809,16.552603110209617,1929.687374749499,78.57728194726165,14.31588911426638,6.944692359702496,0.16436781609195408,9.162001352265042
Texas,26538614,13171316,13367298,38.04673809068304,44.687908934379145,11.65004782858236,0.26114405969007126,3.6696958102161825,0.06881576430074614,55874.522600500095,26940.681974741678,18.37089723926383,32.622477503350524,18.812368370668214,24.07009381581466,11.795960176143987,12.700344629523276,2297.1057929724598,78.79781734635269,14.105628948879962,6.925119663028897,0.1721807390388662,7.391805475780223
Utah,2903379,1459229,1444150,13.468376068376063,79.40683760683764,1.0179487179487194,1.0813675213675222,2.196068376068376,0.8259829059829059,63488.91780821918,25078.17948717949,13.204623287671243,36.559246575342456,15.936643835616454,25.735616438356157,9.07671232876712,12.690924657534254,2274.908163265306,79.66130136986294,15.48767123287673,4.697089041095889,0.15736301369863023,5.8931506849315065
Vermont,626604,308573,318031,1.6092896174863391,93.98306010928961,0.9808743169398909,0.301639344262295,1.2387978142076501,0.03060109289617486,55602.96721311475,29666.245901639344,11.850819672131147,39.690163934426224,17.60327868852459,21.151366120218576,10.648087431693984,10.912021857923499,1775.7173913043478,75.19617486338798,14.61639344262296,9.931147540983607,0.26010928961748636,5.540983606557375
Virginia,8256630,4060948,4195682,8.0110164981373,63.271048430015945,20.17599787120807,0.21245343267695582,5.455242150079845,0.06471527408195847,72866.01341201717,34072.960575386256,12.478922091782259,41.02271999999998,17.47274666666666,22.662453333333364,8.673866666666674,10.166986666666652,2092.6953329837443,74.31525333333327,20.52421333333337,5.03562666666667,0.12730666666666668,6.911146666666666
Washington,6985464,3487725,3497739,11.140968858131506,72.03840830449816,3.384429065743947,1.4107266435986163,7.022006920415224,0.609896193771627,64493.76768377254,31555.777700831026,13.697785467128023,37.44539792387544,17.99619377162631,22.583598615916966,10.082491349480954,11.889550173010377,2235.855281207133,76.60830449826992,16.97328719723184,6.232456747404846,0.18505190311418698,8.138961937716262
West Virginia,1851420,913631,937789,1.290909090909089,92.17623966942146,3.6628099173553723,0.15268595041322316,0.6824380165289253,0.02644628099173554,41437.11157024794,22930.654958677685,19.458471074380142,30.647520661157024,19.725000000000023,23.974793388429724,12.536363636363646,13.11446280991736,1552.1735537190082,76.71776859504129,18.782231404958676,4.389462809917358,0.1097107438016529,8.184504132231412
Wisconsin,5742117,2851385,2890732,6.683333333333334,79.86400862068966,8.195186781609202,0.9536637931034483,2.404238505747124,0.020833333333333332,53898.889208633096,27549.842559309847,14.639036664270316,32.9064701653487,18.178001437814526,22.803882099209236,8.587562904385333,17.525593098490276,2046.4088005677786,82.23781452192658,12.349245147375994,5.227893601725382,0.1845434938892883,7.147591660675767
Wyoming,579679,295561,284118,9.674045801526717,84.2580152671756,1.0488549618320613,1.9541984732824424,0.8946564885496181,0.0717557251908397,58757.85496183206,29227.25954198473,12.31374045801527,32.55954198473282,17.786259541984748,20.974809160305348,16.204580152671756,12.47480916030534,2226.8863636363635,71.01984732824427,22.025954198473297,6.664885496183206,0.2877862595419848,5.174045801526719
